75101	1	2.335825	48.861926	1.8096954157496
75102	1	2.341029	48.866938	0.84832102615717
75103	1	2.3592	48.8625	1.0638964344649
75104	1	2.356784	48.85406	1.6580740424545
75105	1	2.351235	48.845432	2.4223789159244
75106	1	2.330608	48.849474	2.1705782913631
75107	1	2.311365	48.855125	3.9261118626151
75108	1	2.311202	48.87321	3.8762668982456
75109	1	2.337646	48.876834	2.4247956761164
75110	1	2.362364	48.875853	2.9181173188158
75111	1	2.381442	48.859968	3.5698871917223
75112	1	2.417044	48.83514	16.295621266795
75113	1	2.366006	48.830276	6.9388909599876
75114	1	2.322641	48.829674	5.8392460727341
75115	1	2.293804	48.84159	8.6253219947244
75116	1	2.262771	48.857033	16.515403355957
75117	1	2.305019	48.887473	5.6246001418509
75118	1	2.348615	48.89257	5.8641343578452
75119	1	2.387622	48.886858	6.611927639274
75120	1	2.396673	48.862474	5.9641051536884
95680	2	2.402814	49.008054	7.049221833495
95607	2	2.218238	49.027302	10.421907048266
95598	2	2.300367	48.988589	3.8400307054882
95582	2	2.250135	48.973645	4.6774398265328
95574	2	2.274587	49.019091	7.8999231251047
95563	2	2.24269	49.020993	5.7102708808222
95555	2	2.285633	48.968026	2.9625858323892
95539	2	2.343346	49.003269	5.8356281891229
95492	2	2.417272	49.035218	4.0537344895741
95491	2	2.233726	49.003069	2.5864590902192
95428	2	2.322139	48.993398	5.5847583883271
95427	2	2.347238	48.967041	2.9955453125674
95426	2	2.288011	49.014854	2.5361586421083
95369	2	2.28902	49.001498	0.58949596711035
95288	2	2.351451	48.985656	2.9260455493978
95277	2	2.45908	48.984594	20.199357774875
95256	2	2.202519	49.050003	3.5590443988375
95252	2	2.223941	48.988325	6.2909234931976
95219	2	2.257426	48.989217	4.2236399837566
95210	2	2.306892	48.970583	1.5420361516648
95205	2	2.386229	49.025859	7.5168705912099
95203	2	2.278247	48.99134	4.4003383735063
95197	2	2.32764	48.970171	3.5693719979871
95176	2	2.200942	48.969857	8.5892664442198
95094	2	2.427946	49.023444	3.1008509512062
95088	2	2.437077	48.967497	4.6577862622693
95063	2	2.215011	48.92508	4.3178204884371
95060	2	2.198296	49.035983	6.0513735571463
95051	2	2.194445	49.013549	3.026765366482
95019	2	2.416483	48.986741	3.0067189272684
95018	2	2.249017	48.949843	17.415634808062
95014	2	2.30155	49.009836	2.7451859651583
94081	2	2.394923	48.789035	11.640325019902
94080	2	2.437578	48.846723	1.9633129271525
94079	2	2.546681	48.828493	4.2191024796187
94076	2	2.358917	48.793659	5.4876759545406
94073	2	2.387143	48.76017	6.3776188650953
94069	2	2.44038	48.818731	1.4808536443976
94068	2	2.491529	48.799595	11.104451269378
94067	2	2.421952	48.842039	0.60950275448227
94065	2	2.350272	48.748939	4.1645937741807
94058	2	2.50425	48.843479	3.818766421869
94054	2	2.385992	48.739904	6.3606048134008
94052	2	2.481231	48.837162	2.9330981733188
94046	2	2.440009	48.801887	5.243763365763
94043	2	2.356038	48.808533	1.5322041632967
94042	2	2.468239	48.819985	2.3665788332942
94041	2	2.386987	48.813238	5.975013404995
94038	2	2.341862	48.775668	3.9276529253757
94037	2	2.342282	48.811971	1.1867121940423
94034	2	2.327638	48.757498	3.3988120209319
94033	2	2.473442	48.850263	5.6160547941637
94028	2	2.451804	48.784661	11.476500511727
94022	2	2.42261	48.764209	5.5576654486348
94021	2	2.350682	48.767803	4.3343543529406
94018	2	2.404951	48.822723	1.8619787074687
94017	2	2.519892	48.817632	11.535456932065
94016	2	2.331838	48.791713	2.7960931371249
94015	2	2.521775	48.839395	3.2544304920032
94011	2	2.493039	48.772485	5.4896029765918
94003	2	2.333387	48.805302	2.3414744299578
94002	2	2.420816	48.79649	3.7622277229172
93079	2	2.343742	48.956833	2.2429457876513
93077	2	2.508274	48.886363	4.0357299449015
93072	2	2.386952	48.958147	5.3693447198653
93071	2	2.532571	48.938363	6.8309316113131
93070	2	2.332697	48.911871	4.3892719661303
93066	2	2.36578	48.926081	12.586841423522
93064	2	2.486982	48.874285	5.9718978149243
93063	2	2.438044	48.88506	3.4013181230248
93062	2	2.519881	48.896297	2.1226717396884
93061	2	2.405002	48.883947	0.5062552145705
93059	2	2.363985	48.960751	3.3737736350829
93055	2	2.408275	48.900569	4.9363420085692
93053	2	2.458984	48.891518	5.2925838276413
93051	2	2.555739	48.832494	12.98323307319
93050	2	2.542023	48.86404	7.2498560294079
93049	2	2.510242	48.864035	3.2618615550461
93048	2	2.448419	48.863938	9.0225545119324
93045	2	2.420164	48.882164	1.4478237202945
93039	2	2.337707	48.934071	1.7517026285501
93031	2	2.317109	48.954473	4.8741091814788
93029	2	2.44428	48.924842	7.6374760664104
93027	2	2.398301	48.933959	7.3959940925119
93014	2	2.542943	48.908308	4.0817314619
93013	2	2.429044	48.937905	1.9981922290956
93010	2	2.484827	48.903409	5.417418561936
93008	2	2.443047	48.907579	6.9405648763377
93007	2	2.457187	48.937523	7.9813235193239
93006	2	2.424397	48.8669	2.376909423876
93005	2	2.491506	48.945043	16.358036708214
93001	2	2.38687	48.912458	5.9241463540025
92078	2	2.323156	48.935326	2.7679944418292
92077	2	2.17497	48.821703	3.5238307846778
92076	2	2.151058	48.835379	3.1471434791963
92075	2	2.286902	48.821173	1.3910914510106
92073	2	2.217591	48.870975	3.8471652188646
92072	2	2.205709	48.822326	4.1753079007224
92071	2	2.296095	48.775903	3.7530513166601
92064	2	2.203184	48.843993	7.3840153473909
92063	2	2.180148	48.871754	14.490776532861
92062	2	2.238687	48.882339	3.117312876592
92060	2	2.259457	48.781955	2.9076633949041
92051	2	2.264904	48.886465	3.7074682410265
92050	2	2.202425	48.897198	12.461918502669
92049	2	2.315813	48.815353	2.0588003791284
92048	2	2.228545	48.802005	10.143003727963
92047	2	2.168511	48.828732	3.3527870044803
92046	2	2.296019	48.817927	2.1814005787539
92044	2	2.287479	48.894658	2.4191643996266
92040	2	2.262924	48.824032	4.2500710063486
92036	2	2.287866	48.93267	11.562979400895
92035	2	2.243434	48.907141	1.6690839687104
92033	2	2.184332	48.846218	2.5255591779116
92032	2	2.287545	48.789159	2.314988188017
