Xa       Ya       Xb       Yb      Type     Flux     Speed
 2.03694  49.0539  2.03694  49.0539     3       44       46
 2.04021  49.0536  2.04021  49.0536     3       102      17
 2.04021  49.0536  2.04021  49.0536     3       44       17
 2.04387  49.0533  2.04387  49.0533     3       102      45
 2.04387  49.0533  2.04387  49.0533     3       44       45
 2.04737  49.0528  2.04737  49.0528     3       445      33
 2.04794  49.053   2.04794  49.053      3       465      27
 2.0561   49.0521  2.0561   49.0521     3       61       45
 2.04785  49.0547  2.04785  49.0547     3       410      24
 2.04748  49.0531  2.04748  49.0531     3       388      30
 2.04784  49.0527  2.04784  49.0527     3       496      27
 2.04672  49.051   2.04672  49.051      3       425      23
 2.06683  49.0517  2.06683  49.0517     3       61       45
 2.0561   49.0521  2.0561   49.0521     3       30       45
 2.04672  49.051   2.04672  49.051      3       476      21
 2.04565  49.0492  2.04565  49.0492     3       749      25
 2.02496  49.0514  2.02496  49.0514     5       164      47
 2.02413  49.048   2.02413  49.048      3       180      14
 2.02456  49.048   2.02456  49.048      3       273      14
 2.02753  49.046   2.02753  49.046      3       84       44
 2.02437  49.0477  2.02437  49.0477     3       139      14
 2.02089  49.0446  2.02089  49.0446     3       180      43
 2.04612  49.0492  2.04612  49.0492     3       800      22
 2.05224  49.0486  2.05224  49.0486     3       402      54
 2.04323  49.0496  2.04323  49.0496    10       618      62
 2.04585  49.049   2.04585  49.049      3       707      25
 2.0401   49.0465  2.0401   49.0465     3       218      40
 2.0772   49.0453  2.0772   49.0453     3       678      33
 2.07647  49.0453  2.07647  49.0453     5       108      52
 2.07593  49.0451  2.07593  49.0451     5       67       53
 2.07566  49.0462  2.07566  49.0462     5       175      46
 2.07632  49.0461  2.07632  49.0461     7      1346      125
 2.07609  49.045   2.07609  49.045      3       877      40
 2.07655  49.0448  2.07655  49.0448     5       264      47
 2.07882  49.0443  2.07882  49.0443     7      1206      120
 2.07944  49.0436  2.07944  49.0436    17       139      69
 2.0305   49.0442  2.0305   49.0442     3       218      15
 2.0325   49.044   2.0325   49.044      3       84       43
 2.02753  49.046   2.02753  49.046      3       218      40
 2.0305   49.0442  2.0305   49.0442     3       84       15
 2.0325   49.044   2.0325   49.044      3       218      40
 2.03454  49.0439  2.03454  49.0439     3       84       13
 2.0401   49.0465  2.0401   49.0465     3       84       43
 2.03454  49.0439  2.03454  49.0439     3       218      13
 2.06841  49.0434  2.06841  49.0434     3       156      27
 2.06161  49.0428  2.06161  49.0428     3       154      27
 2.07567  49.0447  2.07567  49.0447     3       945      30
 2.07579  49.0447  2.07579  49.0447     3      1189      36
 2.07433  49.0442  2.07433  49.0442     3       945      32
 2.07644  49.0449  2.07644  49.0449     3       570      37
 2.07636  49.0446  2.07636  49.0446     5       619      51
 2.07848  49.0439  2.07848  49.0439    17       883      36
 2.07214  49.0422  2.07214  49.0422    10       319      87
 2.06841  49.0434  2.06841  49.0434     3       154      27
 2.07433  49.0442  2.07433  49.0442     3      1189      27
 2.07549  49.0419  2.07549  49.0419     3       125      44
 2.06563  49.046   2.06563  49.046      3       878      45
 2.08302  49.0419  2.08302  49.0419     7      2089      116
 2.0204   49.036   2.0204   49.036      3       159      42
 2.01764  49.0412  2.01764  49.0412     3       135      14
 2.02089  49.0446  2.02089  49.0446     3       139      44
 2.01764  49.0412  2.01764  49.0412     3       159      14
 2.01341  49.0445  2.01341  49.0445     3       79       44
 2.05876  49.0442  2.05876  49.0442    10       328      36
 2.04725  49.039   2.04725  49.039      3       345      30
 2.06161  49.0428  2.06161  49.0428     3       156      27
 2.06135  49.0388  2.06135  49.0388     3       263      33
 2.0816   49.0418  2.0816   49.0418     5       73       50
 2.08183  49.0419  2.08183  49.0419     5       66       50
 2.08157  49.0414  2.08157  49.0414     5       396      40
 2.08191  49.0415  2.08191  49.0415     5       129      47
 2.08203  49.0413  2.08203  49.0413     5       292      42
 2.08149  49.0413  2.08149  49.0413     5       420      60
 2.08023  49.0407  2.08023  49.0407     3       396      27
 2.08195  49.0417  2.08195  49.0417     5       323      43
 2.08233  49.042   2.08233  49.042      5       66       45
 2.08237  49.0415  2.08237  49.0415     5       271      50
 2.08248  49.0419  2.08248  49.0419     5       129      51
 2.08279  49.0413  2.08279  49.0413    17       562      43
 2.07804  49.0397  2.07804  49.0397     5       44       50
 2.07678  49.0392  2.07678  49.0392     3       78       39
 2.07858  49.0396  2.07858  49.0396     3       322      38
 2.07869  49.0399  2.07869  49.0399     5       326      51
 2.07812  49.0399  2.07812  49.0399     3       298      40
 2.07858  49.0396  2.07858  49.0396     3       254      43
 2.07892  49.0397  2.07892  49.0397     5       95       51
 2.07915  49.0392  2.07915  49.0392     3       322      38
 2.08023  49.0407  2.08023  49.0407     3       420      26
 2.07869  49.0399  2.07869  49.0399     5       134      60
 2.07846   49.04   2.07846   49.04      5       262      40
 2.07454  49.0403  2.07454  49.0403    10       410      109
 2.07549  49.0419  2.07549  49.0419     3       150      43
 2.07781  49.0398  2.07781  49.0398     5       78       50
 2.07812  49.0399  2.07812  49.0399     3       514      34
 2.08599  49.0404  2.08599  49.0404     7      3066      90
 2.06802  49.0361  2.06802  49.0361     3       47       39
 2.06976  49.0357  2.06976  49.0357     3       47       39
 2.0734   49.0377  2.0734   49.0377     3       48       39
 2.06802  49.0361  2.06802  49.0361     3       41       39
 2.06426  49.0354  2.06426  49.0354     3       47       30
 2.06135  49.0388  2.06135  49.0388     3       231      34
 2.06333  49.0351  2.06333  49.0351     5       41       60
 2.06314  49.035   2.06314  49.035      3       222      27
 2.06426  49.0354  2.06426  49.0354     3       41       30
 2.06333  49.0351  2.06333  49.0351     5       47       60
 2.06314  49.035   2.06314  49.035      3       184      30
 2.06269  49.0341  2.06269  49.0341     3       222      25
 2.06838  49.0345  2.06838  49.0345     3       47       30
 2.06803  49.0346  2.06803  49.0346     5       56       40
 2.06976  49.0357  2.06976  49.0357     3       90       38
 2.06834  49.0348  2.06834  49.0348     5       47       48
 2.06838  49.0345  2.06838  49.0345     3       56       30
 2.06857  49.0346  2.06857  49.0346     3       90       28
 2.07012  49.033   2.07012  49.033      3       107      37
 2.06826  49.0344  2.06826  49.0344     5       61       60
 2.06493  49.0336  2.06493  49.0336     3       56       39
 2.08394  49.0355  2.08394  49.0355     3       671      40
 2.08297  49.0351  2.08297  49.0351     3       441      55
 2.08367  49.0357  2.08367  49.0357     5       283      44
 2.08394  49.0359  2.08394  49.0359     3       39       45
 2.0831   49.0365  2.0831   49.0365     3       540      38
 2.0615   49.033   2.0615   49.033      5       222      60
 2.06196  49.0333  2.06196  49.0333     3       184      26
 2.0617   49.0329  2.0617   49.0329     5       56       45
 2.06186  49.0328  2.06186  49.0328     5       61       60
 2.05949  49.0286  2.05949  49.0286     3       161      36
 2.0615   49.033   2.0615   49.033      5       129      60
 2.06159  49.0329  2.06159  49.0329     5       61       45
 2.06493  49.0336  2.06493  49.0336     3       61       39
 2.06186  49.0328  2.06186  49.0328     5       56       60
 2.06269  49.0341  2.06269  49.0341     3       184      26
 2.06196  49.0333  2.06196  49.0333     3       222      25
 2.07609  49.0309  2.07609  49.0309    10       218      55
 2.06699  49.0288  2.06699  49.0288     3       324      57
 2.07178  49.0313  2.07178  49.0313     3       297      60
 2.07012  49.033   2.07012  49.033      3       146      36
 2.07182  49.0316  2.07182  49.0316     5       107      50
 2.07178  49.0313  2.07178  49.0313     3       273      60
 2.07182  49.0316  2.07182  49.0316     5       146      50
 2.07224  49.0316  2.07224  49.0316     3       151      60
 2.07224  49.0316  2.07224  49.0316     3       166      60
 2.07503  49.0325  2.07503  49.0325     3       151      59
 2.01296  49.0584  2.01296  49.0584     3        1       35
 2.01196  49.0574  2.01196  49.0574     3       71       30
 2.07414  49.051   2.07414  49.051      3       127      43
 2.07945  49.0492  2.07945  49.0492     6       175      44
 2.10471  49.0485  2.10471  49.0485     3       559      32
 2.10336  49.049   2.10336  49.049      3       493      30
 2.07512  49.047   2.07512  49.047      7      1521      60
 2.07173  49.0494  2.07173  49.0494     7      1564      115
 2.08603  49.0404  2.08603  49.0404     7      2586      90
 2.08745  49.0398  2.08745  49.0398     7      3066      120
 2.08444  49.0359  2.08444  49.0359     3       206      43
 2.08565  49.0373  2.08565  49.0373     3       281      42
 2.08394  49.0355  2.08394  49.0355     3       158      51
 2.08394  49.0359  2.08394  49.0359     3       540      40
 2.08444  49.0359  2.08444  49.0359     3       220      43
 2.08447  49.0355  2.08447  49.0355     3       72       51
 2.08471  49.0357  2.08471  49.0357     5       61       48
 2.08447  49.0355  2.08447  49.0355     3       75       51
 2.08772  49.0337  2.08772  49.0337     3       72       44
 2.0778   49.0564  2.0778   49.0564     5       103      48
 2.09037  49.0508  2.09037  49.0508     3       148      42
 2.08545  49.0497  2.08545  49.0497     3       116      42
 2.09413   49.05   2.09413   49.05      3       148      43
 2.09037  49.0508  2.09037  49.0508     3       134      42
 2.09298  49.0506  2.09298  49.0506     3       148      40
 2.09409  49.0505  2.09409  49.0505     3       134      44
 2.10582  49.0513  2.10582  49.0513     3       543      27
 2.10371  49.0501  2.10371  49.0501     3       696      35
 2.09807  49.0563  2.09807  49.0563     6       96       49
 2.10582  49.0513  2.10582  49.0513     3       623      23
 2.10623  49.0554  2.10623  49.0554     5       383      82
 2.11215  49.0554  2.11215  49.0554     3       241      51
 2.0752   49.047   2.0752   49.047      7      1564      120
 2.07635  49.0464  2.07635  49.0464    17       244      49
 2.07921  49.0445  2.07921  49.0445    17       901      35
 2.07879  49.0444  2.07879  49.0444     7      1149      120
 2.07998  49.044   2.07998  49.044     17       172      66
 2.08333  49.0428  2.08333  49.0428     5       323      45
 2.08559  49.0444  2.08559  49.0444     5       288      44
 2.08352  49.0428  2.08352  49.0428     5       288      60
 2.08275  49.0427  2.08275  49.0427     5       77       51
 2.08295  49.0425  2.08295  49.0425     5       246      45
 2.07939  49.0466  2.07939  49.0466     3      1062      29
 2.07843  49.0461  2.07843  49.0461     3       868      37
 2.07874  49.0462  2.07874  49.0462     3      1062      45
 2.07743  49.0457  2.07743  49.0457     5       81       50
 2.07808  49.0458  2.07808  49.0458     3       597      35
 2.07705  49.0454  2.07705  49.0454     3      1141      29
 2.08318  49.0425  2.08318  49.0425     5       100      48
 2.08275  49.0423  2.08275  49.0423     5       442      60
 2.08239  49.0421  2.08239  49.0421     5       323      43
 2.08262  49.0422  2.08262  49.0422     5       271      60
 2.08249  49.0425  2.08249  49.0425     5       95       51
 2.08262  49.0422  2.08262  49.0422     5       593      60
 2.08363  49.0425  2.08363  49.0425     5       189      51
 2.08325  49.0422  2.08325  49.0422     5       347      47
 2.08279  49.0422  2.08279  49.0422     5       542      60
 2.08427  49.0556  2.08427  49.0556     3       673      63
 2.08119  49.0479  2.08119  49.0479     3       611      65
 2.07939  49.0466  2.07939  49.0466     3       868      32
 2.08019  49.0471  2.08019  49.0471     3      1062      25
 2.08138  49.048   2.08138  49.048      3       673      63
 2.08142  49.0477  2.08142  49.0477     5       389      45
 2.08196  49.0484  2.08196  49.0484     6       276      52
 2.08265  49.0482  2.08265  49.0482     6       392      50
 2.07945  49.0492  2.07945  49.0492     6       127      44
 2.08196  49.0484  2.08196  49.0484     6       66       52
 2.08081  49.0479  2.08081  49.0479     5       258      46
  2.08    49.047    2.08    49.047      3       868      45
 2.08265  49.0482  2.08265  49.0482     6       105      50
 2.08311  49.048   2.08311  49.048      6       228      45
 2.08307  49.0482  2.08307  49.0482     3       172      48
 2.0858   49.0483  2.0858   49.0483    10       321      67
 2.08311  49.048   2.08311  49.048      6       105      45
 2.08326  49.0482  2.08326  49.0482     5       19       60
 2.0855   49.0473  2.0855   49.0473     6       235      49
 2.08545  49.0497  2.08545  49.0497     3       191      41
 2.08281  49.0483  2.08281  49.0483     5       108      51
 2.08307  49.0482  2.08307  49.0482     3        8       48
 2.07855  49.0457  2.07855  49.0457     5       465      42
 2.07809  49.0455  2.07809  49.0455     5       436      44
 2.07651  49.046   2.07651  49.046      7      1320      125
 2.07766  49.046   2.07766  49.046      5       163      50
 2.07786  49.0458  2.07786  49.0458     3       706      22
 2.09212  49.0456  2.09212  49.0456     3       482      30
 2.09657  49.0467  2.09657  49.0467     3       410      39
 2.09212  49.0456  2.09212  49.0456     3       286      40
 2.09204  49.0455  2.09204  49.0455     3       254      36
 2.09027  49.046   2.09027  49.046      6       351      49
 2.09216  49.0455  2.09216  49.0455     3       187      48
 2.09011  49.0429  2.09011  49.0429     3       254      43
 2.08559  49.0444  2.08559  49.0444     5       323      43
 2.08812  49.0462  2.08812  49.0462     5       288      47
 2.09027  49.046   2.09027  49.046      6       410      49
 2.08835  49.0464  2.08835  49.0464     6       351      45
 2.0855   49.0473  2.0855   49.0473     6       142      49
 2.0877   49.0463  2.0877   49.0463     5       114      51
 2.08793  49.0465  2.08793  49.0465     6       121      48
 2.08793  49.0462  2.08793  49.0462     5       209      43
 2.08835  49.0464  2.08835  49.0464     6       121      45
 2.08793  49.0465  2.08793  49.0465     6       142      48
 2.09787  49.0487  2.09787  49.0487     3       148      42
 2.09775  49.0491  2.09775  49.0491     3       134      42
 2.10064  49.0479  2.10064  49.0479     3       148      48
 2.10336  49.049   2.10336  49.049      3       559      27
 2.10371  49.0501  2.10371  49.0501     3       605      37
 2.10171  49.0486  2.10171  49.0486     3       530      38
 2.09856  49.0476  2.09856  49.0476    10       459      45
 2.09657  49.0467  2.09657  49.0467     3       419      39
 2.10064  49.0479  2.10064  49.0479     3       134      48
 2.10171  49.0486  2.10171  49.0486     3       504      38
 2.08275  49.0422  2.08275  49.0422     5       195      60
 2.08291  49.0421  2.08291  49.0421     7      2050      116
 2.0848   49.0413  2.0848   49.0413    17       536      43
 2.2525   49.1262  2.2525   49.1262     3       191      52
 2.2533   49.1269  2.2533   49.1269     3       140      56
 2.2525   49.1262  2.2525   49.1262     3       140      52
 2.23896  49.1188  2.23896  49.1188     3       286      51
 2.25273  49.126   2.25273  49.126      5       145      48
 2.21267  49.1143  2.21267  49.1143     5       435      40
 2.21656  49.1135  2.21656  49.1135     5       273      44
 2.22529  49.1161  2.22529  49.1161    10       619      88
 2.24471  49.1065  2.24471  49.1065     5       316      43
 2.23896  49.1188  2.23896  49.1188     3       283      51
 2.22306  49.1124  2.22306  49.1124     5       154      47
 2.22219  49.1076  2.22219  49.1076     3       170      55
 2.21752  49.1134  2.21752  49.1134     5       435      38
 2.22306  49.1124  2.22306  49.1124     5       99       48
 2.22175  49.1168  2.22175  49.1168    10       164      84
 2.21952  49.1131  2.21952  49.1131     5       380      40
 2.21872  49.1121  2.21872  49.1121     5       11       49
 2.21872  49.1121  2.21872  49.1121     5       79       48
 2.21881  49.1073  2.21881  49.1073     5       11       50
 2.21314  49.0941  2.21314  49.0941     3       180      54
 2.22219  49.1076  2.22219  49.1076     3       142      56
 2.21881  49.1073  2.21881  49.1073     5       79       48
 2.25465  49.1275  2.25465  49.1275     3       146      55
 2.2533   49.1269  2.2533   49.1269     3       191      56
 2.25523  49.1266  2.25523  49.1266    17       449      47
 2.25488  49.1274  2.25488  49.1274     7      1273      120
 2.2548   49.1255  2.2548   49.1255     7      1096      120
 2.25737  49.1158  2.25737  49.1158     7      1551      116
 2.2548   49.1255  2.2548   49.1255     7      1722      120
 2.25434  49.1266  2.25434  49.1266     5       145      48
 2.25273  49.126   2.25273  49.126      5       97       48
 2.25392  49.1255  2.25392  49.1255    17       455      44
 2.25062  49.1399  2.25062  49.1399     7      1117      116
 2.24914  49.1514  2.24914  49.1514    17       19       50
 2.24533  49.1525  2.24533  49.1525     7      1310      114
 2.10362  49.0351  2.10362  49.0351     7      2718      120
 2.10263  49.0353  2.10263  49.0353     7      2586      120
 2.01292  49.0596  2.01292  49.0596     5       134      60
 2.01222  49.0586  2.01222  49.0586     3        2       35
 2.05971  49.0542  2.05971  49.0542     7      1564      116
 2.07173  49.0494  2.07173  49.0494     7      1521      115
 2.08237  49.0419  2.08237  49.0419     5       271      48
 2.08259  49.0421  2.08259  49.0421     5       66       60
 2.08745  49.0398  2.08745  49.0398     7      2586      120
 2.0925   49.0382  2.0925   49.0382     7      3066      116
 2.09873  49.0364  2.09873  49.0364     7      3066      114
 2.0925   49.0382  2.0925   49.0382     7      2586      116
 2.0154   49.0607  2.0154   49.0607    16      1070      60
 1.66172  49.2151  1.66172  49.2151    10       434      89
 1.68234  49.2057  1.68234  49.2057     6       260      88
 1.67571  49.2077  1.67571  49.2077     6       126      85
 1.61845  49.0825  1.61845  49.0825     5       33       89
 1.6094   49.0832  1.6094   49.0832     5       46       75
 1.61628  49.0866  1.61628  49.0866     5       15       76
 1.68592  49.204   1.68592  49.204      6       126      88
 1.67571  49.2077  1.67571  49.2077     6       146      85
 1.67529  49.1748  1.67529  49.1748     5        7       75
 1.78946  49.1593  1.78946  49.1593     6        3       88
 1.78635  49.1578  1.78635  49.1578    16        9       120
 1.78016  49.1577  1.78016  49.1577    16       14       118
 1.78946  49.1593  1.78946  49.1593     6        4       88
 1.79121  49.1578  1.79121  49.1578     5       24       91
 1.8028   49.1697  1.8028   49.1697     6       24       90
 1.79169  49.1555  1.79169  49.1555    10       140      63
 1.78635  49.1578  1.78635  49.1578    16       10       120
 1.79121  49.1578  1.79121  49.1578     5       21       91
 1.78415  49.1546  1.78415  49.1546     5       10       90
 1.7888   49.1528  1.7888   49.1528    16       109      120
 1.77109  49.1589  1.77109  49.1589    16       463      117
 1.78016  49.1577  1.78016  49.1577    16       12       118
 1.77796  49.1545  1.77796  49.1545    16       401      118
 1.78415  49.1546  1.78415  49.1546     5        9       90
 1.77796  49.1545  1.77796  49.1545    16       449      118
 1.78485  49.1511  1.78485  49.1511    16       506      117
 1.76203  49.1486  1.76203  49.1486     5       113      88
 1.79402  49.1474  1.79402  49.1474    16       504      118
 1.7888   49.1528  1.7888   49.1528    16       106      120
 1.78485  49.1511  1.78485  49.1511    16       550      117
 1.7928   49.1208  1.7928   49.1208     6       155      88
 1.67529  49.1748  1.67529  49.1748     5        7       75
 1.64963  49.1189  1.64963  49.1189     5       104      88
 1.70757  49.144   1.70757  49.144      5       103      88
 1.98358  49.1424  1.98358  49.1424     6       115      87
 1.96121  49.1517  1.96121  49.1517     6       164      88
 1.99287  49.1404  1.99287  49.1404    10       216      94
 1.98358  49.1424  1.98358  49.1424     6       164      87
 1.98449  49.1167  1.98449  49.1167     5       182      86
 2.02272  49.1157  2.02272  49.1157     6       118      88
 1.83982  49.1277  1.83982  49.1277    16       558      117
 1.87434  49.0731  1.87434  49.0731     3       107      67
 1.88302  49.1275  1.88302  49.1275     6       396      84
 1.90475  49.0987  1.90475  49.0987    16       763      116
 2.13109  49.1064  2.13109  49.1064     3       140      71
 2.12925  49.105   2.12925  49.105      3       165      76
 2.12214  49.122   2.12214  49.122      6       129      88
 2.15222  49.1167  2.15222  49.1167     5       114      73
 2.13109  49.1064  2.13109  49.1064     3       165      71
 2.13264  49.1041  2.13264  49.1041     3       26       44
 2.12925  49.105   2.12925  49.105      3       157      76
 2.12794  49.1031  2.12794  49.1031     3       189      80
 2.1308   49.1026  2.1308   49.1026     3       22       45
 2.09626  49.0951  2.09626  49.0951     5       118      73
 2.12794  49.1031  2.12794  49.1031     3       179      80
 2.12093  49.0951  2.12093  49.0951     3       70       78
 2.13264  49.1041  2.13264  49.1041     3       18       44
 2.1308   49.1026  2.1308   49.1026     3       24       45
 2.13472  49.1009  2.13472  49.1009     3       48       81
 1.64963  49.1189  1.64963  49.1189     5       110      88
 1.63007  49.0886  1.63007  49.0886     5       93       73
 1.62418  49.0914  1.62418  49.0914     5       11       91
 1.7928   49.1208  1.7928   49.1208     6       144      88
 1.78683  49.0814  1.78683  49.0814     6       155      88
 1.98428  49.0966  1.98428  49.0966    10       126      33
 1.98449  49.1167  1.98449  49.1167     5       177      86
 2.00676  49.0843  2.00676  49.0843     5       30       75
 1.97476  49.0826  1.97476  49.0826     5       242      85
 2.06224  49.0891  2.06224  49.0891     6       118      106
 2.02272  49.1157  2.02272  49.1157     6       183      87
 2.12093  49.0951  2.12093  49.0951     3       87       77
 2.10999  49.0813  2.10999  49.0813     5       54       89
 2.10908  49.0869  2.10908  49.0869     3       64       78
 2.12041  49.0838  2.12041  49.0838     3       21       79
 1.63845  49.0855  1.63845  49.0855    10       147      160
 1.63007  49.0886  1.63007  49.0886     5       94       73
 1.62842  49.0818  1.62842  49.0818     5       154      85
 1.66778  49.0736  1.66778  49.0736     5       124      87
 1.61845  49.0825  1.61845  49.0825     5       35       89
 1.62842  49.0818  1.62842  49.0818     5       163      85
 1.59782  49.061   1.59782  49.061      5       130      47
 2.02631  49.0812  2.02631  49.0812    10       64       204
 2.04374  49.0809  2.04374  49.0809     5       32       74
 2.00676  49.0843  2.00676  49.0843     5       38       74
 2.02986  49.0749  2.02986  49.0749     5       64       78
 2.02372  49.0665  2.02372  49.0665     5       23       49
 2.02986  49.0749  2.02986  49.0749     5       53       78
 2.03264  49.0714  2.03264  49.0714     5       41       74
 1.96175  49.0717  1.96175  49.0717     5       89       88
 1.96673  49.0704  1.96673  49.0704    16       702      116
 1.94353  49.0802  1.94353  49.0802    16       932      115
 1.97476  49.0826  1.97476  49.0826     5       250      84
 1.96243  49.0726  1.96243  49.0726     5       114      49
 1.96556  49.0713  1.96556  49.0713     3       482      49
 1.78683  49.0814  1.78683  49.0814     6       144      88
 1.79349  49.0544  1.79349  49.0544     3       11       90
 1.76345  49.0524  1.76345  49.0524     6       145      88
 1.96556  49.0713  1.96556  49.0713     3       222      55
 1.96761  49.0695  1.96761  49.0695     5       367      82
 1.96091  49.0599  1.96091  49.0599     3       372      52
 1.96761  49.0695  1.96761  49.0695     5       77       87
 1.97259  49.0681  1.97259  49.0681     5       311      66
 1.9769   49.0616  1.9769   49.0616     5       56       90
 1.96673  49.0704  1.96673  49.0704    16       818      115
 1.97054  49.0699  1.97054  49.0699     5       382      45
 1.98103  49.0659  1.98103  49.0659    16      1013      112
 1.66778  49.0736  1.66778  49.0736     5       133      87
 1.72638  49.0493  1.72638  49.0493     5       119      88
 1.69989  49.0442  1.69989  49.0442     5       27       90
 1.96091  49.0599  1.96091  49.0599     3       312      53
 1.96911  49.0376  1.96911  49.0376     5       23       75
 1.94338  49.0396  1.94338  49.0396     3       401      51
 2.00004  49.0393  2.00004  49.0393    10       181      40
 2.00051  49.0335  2.00051  49.0335     3       237      35
 2.00481  49.0422  2.00481  49.0422     3       222      44
 1.99932  49.038   1.99932  49.038      5       77       90
 1.87216  49.0375  1.87216  49.0375    10       129      213
 1.87434  49.0731  1.87434  49.0731     3       96       67
 1.8679   49.0326  1.8679   49.0326     3       176      55
 1.8679   49.0326  1.8679   49.0326     3       193      54
 1.86055  49.0299  1.86055  49.0299     3       300      82
 1.88036  49.0239  1.88036  49.0239     3       310      61
 2.00372  49.0234  2.00372  49.0234    10       47       96
 1.99511  49.0245  1.99511  49.0245     5       136      73
 2.00011  49.0232  2.00011  49.0232     3       396      49
 2.00051  49.0273  2.00051  49.0273     3       266      53
 2.0047   49.0261  2.0047   49.0261     3       217      35
 1.99511  49.0245  1.99511  49.0245     5       105      73
 1.98542  49.025   1.98542  49.025      5       136      73
 2.00011  49.0232  2.00011  49.0232     3       421      48
 2.00625  49.0127  2.00625  49.0127     3       295      52
 1.99075  49.0208  1.99075  49.0208     3       121      46
 2.02555  49.0546  2.02555  49.0546     5       401      50
 2.02567  49.0548  2.02567  49.0548     3        3       13
 2.10934  49.0443  2.10934  49.0443     6       422      60
 2.10939  49.0442  2.10939  49.0442     3       369      40
 2.1092   49.0441  2.1092   49.0441     6       116      48
 2.10962  49.044   2.10962  49.044      3       369      45
 2.08268  49.0423  2.08268  49.0423     5       688      30
 2.08256  49.0421  2.08256  49.0421     5       271      60
 2.08271  49.0421  2.08271  49.0421     5       66       60
 2.04669  49.0096  2.04669  49.0096    10       418      31
 2.05041  49.012   2.05041  49.012      3       320      25
 2.04077  49.0103  2.04077  49.0103     3       66       33
 2.02837  49.0197  2.02837  49.0197    10       140      47
 2.02319  49.0254  2.02319  49.0254     3       127      42
 2.02761  49.0159  2.02761  49.0159     3       98       32
 2.0389   49.0208  2.0389   49.0208    10       182      43
 2.03939  49.0288  2.03939  49.0288     3       96       32
 2.04934  49.0176  2.04934  49.0176     3       206      29
 2.05809  49.047   2.05809  49.047     10       999      22
 2.05224  49.0486  2.05224  49.0486     3       495      52
 2.06563  49.046   2.06563  49.046      3      1069      40
 2.07912  49.0319  2.07912  49.0319    10       276      31
 2.07503  49.0325  2.07503  49.0325     3       166      59
 2.07993  49.0341  2.07993  49.0341     3       671      52
 2.08566  49.0314  2.08566  49.0314    10       254      62
 2.09485  49.0299  2.09485  49.0299     3       208      41
 2.08772  49.0337  2.08772  49.0337     3       136      43
 2.08812  49.0377  2.08812  49.0377    10       322      64
 2.08687  49.0388  2.08687  49.0388     3       405      38
 2.08763  49.0397  2.08763  49.0397     3       187      44
 2.09488  49.021   2.09488  49.021     10       389      54
 2.09274  49.0186  2.09274  49.0186     3       282      32
 2.09572  49.0239  2.09572  49.0239     3       405      31
 2.0869   49.0184  2.0869   49.0184     3       58       39
 2.1081   49.0389  2.1081   49.0389    10       405      48
 2.10751  49.0417  2.10751  49.0417     6       539      40
 2.10484  49.0378  2.10484  49.0378     6       607      39
 2.12971  49.0527  2.12971  49.0527    10       73       40
 2.13612  49.0559  2.13612  49.0559     6       190      47
 2.11829  49.0518  2.11829  49.0518     6       189      47
 2.09485  49.0613  2.09485  49.0613    10       281      48
 2.0908   49.0632  2.0908   49.0632     6       309      45
 2.09807  49.0563  2.09807  49.0563     6       107      49
 2.10209   49.06   2.10209   49.06     10       307      51
 2.10623  49.0554  2.10623  49.0554     5       453      80
 2.10618  49.0637  2.10618  49.0637     5       121      88
 2.11847  49.061   2.11847  49.061     10       155      41
 2.11215  49.0554  2.11215  49.0554     3       250      51
  2.124   49.0613   2.124   49.0613     3       132      55
 1.74271  49.1369  1.74271  49.1369    10       20       30
 1.76203  49.1486  1.76203  49.1486     5       115      88
 1.70757  49.144   1.70757  49.144      5       98       88
 1.72029  49.1952  1.72029  49.1952    10       36       258
 1.7394   49.1766  1.7394   49.1766    16       413      118
 1.70244  49.1968  1.70244  49.1968    16       435      117
 1.89145  49.1454  1.89145  49.1454    10       57       173
 1.88302  49.1275  1.88302  49.1275     6       318      85
 1.88467  49.1543  1.88467  49.1543     6       339      84
 1.93667  49.1565  1.93667  49.1565    10       62       182
 1.96121  49.1517  1.96121  49.1517     6       115      88
 1.92936  49.1654  1.92936  49.1654     6       102      34
 1.92491  49.0849  1.92491  49.0849    10       40       76
 1.90475  49.0987  1.90475  49.0987    16       906      115
 1.94353  49.0802  1.94353  49.0802    16       792      116
 1.84953  49.0329  1.84953  49.0329    10       301      100
 1.86055  49.0299  1.86055  49.0299     3       263      83
 1.83701  49.0314  1.83701  49.0314     3       255      83
 1.97589  49.0256  1.97589  49.0256    10       148      89
 1.96911  49.0376  1.96911  49.0376     5       46       74
 1.98542  49.025   1.98542  49.025      5       105      74
 2.23091  49.1361  2.23091  49.1361    10       255      279
 2.22354  49.1245  2.22354  49.1245     6       188      47
 2.2447   49.1372  2.2447   49.1372     6       210      47
 2.10068  49.074   2.10068  49.074     10       114      180
 2.10999  49.0813  2.10999  49.0813     5       55       89
 2.10626  49.0718  2.10626  49.0718     5       119      88
 2.10728  49.1373  2.10728  49.1373    10       129      176
 2.12214  49.122   2.12214  49.122      6       111      88
 2.24533  49.1525  2.24533  49.1525     7      1136      114
 2.2005   49.1766  2.2005   49.1766     7      1316      113
 2.24721  49.1528  2.24721  49.1528     5       42       51
 2.24521  49.1534  2.24521  49.1534    17        6       50
 1.9769   49.0616  1.9769   49.0616     5       77       90
 1.98515  49.053   1.98515  49.053      5       56       90
