Xa       Ya       Xb       Yb      Type     Flux     Speed
 2.58742  48.8348  2.58742  48.8348     7      4430      120
 2.58796  48.8347  2.58796  48.8347     7      4934      120
 2.58796  48.8348  2.58796  48.8348     7      4430      120
 2.5944   48.8338  2.5944   48.8338     7      4934      101
 2.68469  48.8304  2.68469  48.8304     3       22       70
 2.68862  48.8319  2.68862  48.8319     3       50       66
 2.68901  48.8319  2.68901  48.8319     7      1988      111
 2.69649  48.8315  2.69649  48.8315     7      2825      112
 2.74993  48.8312  2.74993  48.8312     5       53       49
 2.75019  48.835   2.75019  48.835      5       49       49
 2.74993  48.8312  2.74993  48.8312     5       49       49
 2.75078  48.8176  2.75078  48.8176     5       53       49
 2.75001  48.831   2.75001  48.831      7      1766      116
 2.7603   48.8318  2.7603   48.8318     7      2574      112
 2.75001  48.831   2.75001  48.831      7      2574      116
 2.74193  48.8303  2.74193  48.8303     7      1766      113
 2.75078  48.8176  2.75078  48.8176     5       49       49
 2.75677  48.7723  2.75677  48.7723     3       61       49
 2.78159  48.8117  2.78159  48.8117     3       16       70
 2.72949  48.8013  2.72949  48.8013     3        5       70
 2.8864   48.908   2.8864   48.908      7       909      131
 2.8922   48.8985  2.8922   48.8985     7       790      127
 2.95272  48.8946  2.95272  48.8946     5       18       50
 2.90605  48.9099  2.90605  48.9099     6       11       50
 2.90811  48.9226  2.90811  48.9226     5       32       49
 2.54627  48.8361  2.54627  48.8361     3       108      47
  2.54    48.8395   2.54    48.8395     3       99       49
 2.5362   48.8359  2.5362   48.8359     3       110      47
  2.54    48.8395   2.54    48.8395     3       110      47
 2.54119  48.8408  2.54119  48.8408     3       99       45
 2.5445   48.8448  2.5445   48.8448     3       676       8
 2.54271  48.8466  2.54271  48.8466     3       695       8
 2.06197  48.9083  2.06197  48.9083     7       456      60
 2.06428  48.9081  2.06428  48.9081     7       551      116
 2.06197  48.9083  2.06197  48.9083     7       551      60
 2.06171  48.9083  2.06171  48.9083     7       456      180
 2.06113  48.9085  2.06113  48.9085     7       456      60
 2.06137  48.9084  2.06137  48.9084     7       551      180
 2.06113  48.9085  2.06113  48.9085     7       551      60
 2.05747  48.9099  2.05747  48.9099     7       456      118
 2.26754  48.8776  2.26754  48.8776    20       232      32
 2.26023  48.8758  2.26023  48.8758    20       476      28
 2.26452  48.875   2.26452  48.875     20       534      28
 2.26885  48.8747  2.26885  48.8747    12       484      46
 2.26606  48.8713  2.26606  48.8713    20       450      31
 2.26054  48.8716  2.26054  48.8716    12       523      45
 2.26452  48.875   2.26452  48.875     20       295      36
 2.2798   48.8865  2.2798   48.8865    10       354      16
 2.28259  48.8851  2.28259  48.8851    21       379      24
 2.28091  48.8871  2.28091  48.8871    21       277      27
 2.76827  48.8324  2.76827  48.8324     7      1766      114
 2.77055  48.8326  2.77055  48.8326     7      2574      129
 2.78358  48.8336  2.78358  48.8336     7      2245      117
 2.77476  48.8329  2.77476  48.8329     7      1674      120
 2.7603   48.8318  2.7603   48.8318     7      1766      114
 2.76827  48.8324  2.76827  48.8324     7      2574      104
 2.22009  48.8985  2.22009  48.8985    21       691      33
 2.22077  48.8989  2.22077  48.8989    21       823      40
 2.22255  48.8977  2.22255  48.8977    21       189      40
 2.22446  48.8972  2.22446  48.8972     6       851      54
 2.22697  48.8964  2.22697  48.8964     6       663      53
 2.22621  48.8965  2.22621  48.8965    21       188      48
 2.22871  48.8943  2.22871  48.8943     6       663      52
 2.18776  48.7433  2.18776  48.7433     7      2312      105
 2.18806  48.7438  2.18806  48.7438    17       86       52
 2.19619  48.7473  2.19619  48.7473     7      2409      110
 2.1775   48.738   2.1775   48.738      7      2369      112
 2.18799  48.7431  2.18799  48.7431     7      2300      106
 2.18776  48.7426  2.18776  48.7426    17       105      50
 2.18692  48.7432  2.18692  48.7432    17       57       55
 2.18799  48.7432  2.18799  48.7432    15       129      55
 2.17904  48.7461  2.17904  48.7461     5       121      48
 2.18898  48.7432  2.18898  48.7432    17       110      51
 2.18799  48.7432  2.18799  48.7432    15       128      55
 2.19694  48.7389  2.19694  48.7389     5       81       48
 2.19549  48.6706  2.19549  48.6706     7      1315      111
 2.2055   48.6786  2.2055   48.6786     7      1239      116
 2.20442  48.9028  2.20442  48.9028     7      1300      68
 2.20529  48.904   2.20529  48.904     17      1394      20
 2.31114  48.8978  2.31114  48.8978    21       228      43
 2.32569  48.9386  2.32569  48.9386    21        4       45
 2.32765   48.94   2.32765   48.94     21       35       45
 2.31553  48.9441  2.31553  48.9441    21       126      42
 2.32569  48.9386  2.32569  48.9386    21       91       42
 2.32608  48.936   2.32608  48.936     21        4       45
 2.33145  48.9377  2.33145  48.9377    21       147      41
 2.33088  48.9362  2.33088  48.9362    12       377      51
 2.33107  48.9372  2.33107  48.9372    10       180      18
 2.32765   48.94   2.32765   48.94     21       35       45
 2.33145  48.9377  2.33145  48.9377    21       209      39
 2.33579  48.9365  2.33579  48.9365    12       444      53
 2.3351   48.9365  2.3351   48.9365    12       315      56
 2.33614  48.9332  2.33614  48.9332    21       76       48
 2.3377   48.9366  2.3377   48.9366    21       600      28
 2.32248  48.9358  2.32248  48.9358    21       168      44
 2.32255  48.9357  2.32255  48.9357    12       274      60
 2.32454  48.9357  2.32454  48.9357    12       443      53
 2.32608  48.9357  2.32608  48.9357    21        4       60
 2.32623  48.9356  2.32623  48.9356    12       385      60
 2.32612  48.9354  2.32612  48.9354    21        1       43
 2.32623  48.936   2.32623  48.936     21       91       52
 2.32623  48.9357  2.32623  48.9357    12       443      60
 2.32639  48.9357  2.32639  48.9357    21       91       60
 2.32762  48.9357  2.32762  48.9357    12       294      54
 2.32662  48.933   2.32662  48.933     21        1       45
 2.32762  48.9358  2.32762  48.9358    12       443      49
 2.33284  48.9336  2.33284  48.9336    10       714      17
 2.33391  48.9341  2.33391  48.9341    21       215      31
 2.33119  48.9338  2.33119  48.9338    21       66       33
 2.33337  48.9311  2.33337  48.9311    21       229      31
 2.33157  48.9361  2.33157  48.9361    12       229      56
 2.32884  48.9359  2.32884  48.9359    21       66       30
 2.33119  48.9338  2.33119  48.9338    21       65       33
 2.32409  48.933   2.32409  48.933      7      3096      82
 2.32785  48.931   2.32785  48.931      7      3096      84
 2.33321  48.9302  2.33321  48.9302    21       649      18
 2.33138  48.9298  2.33138  48.9298     7      3075      81
 2.33318   48.93   2.33318   48.93     21       447      30
 2.3331    48.93   2.3331    48.93     21       76       60
 2.33337  48.9311  2.33337  48.9311    21       649      19
 2.33314  48.9302  2.33314  48.9302    21       229      33
 2.33275  48.9295  2.33275  48.9295    21       305      33
 2.33341   48.93   2.33341   48.93     21       202      26
 2.33338   48.93   2.33338   48.93     21       76       30
 2.3341   48.9298  2.3341   48.9298    21       278      28
 2.33614  48.9332  2.33614  48.9332    21       156      45
 2.33479  48.9297  2.33479  48.9297    21       76       45
 2.33222  48.9286  2.33222  48.9286    21       46       46
 2.32988  48.9274  2.32988  48.9274    21       261      39
 2.33276  48.9289  2.33276  48.9289    21       624      60
 2.33318  48.9287  2.33318  48.9287    21       221      32
 2.33376  48.9282  2.33376  48.9282    17      1155      33
 2.3326   48.9274  2.3326   48.9274    21       639      37
 2.33207  48.9286  2.33207  48.9286    21       261      40
 2.3326   48.929   2.3326   48.929     21       221      40
 2.33295  48.9294  2.33295  48.9294    21       447      31
 2.33276  48.9289  2.33276  48.9289    21       221      60
 2.3326   48.929   2.3326   48.929     21       177      40
 2.33318  48.9287  2.33318  48.9287    21       577      28
 2.3333   48.9283  2.3333   48.9283    21       639      36
 2.33456  48.9293  2.33456  48.9293    21       202      34
 2.33475  48.9293  2.33475  48.9293    21       156      46
 2.33303  48.9291  2.33303  48.9291     7      3075      86
 2.33361  48.9287  2.33361  48.9287    17       995      34
 2.33464  48.9283  2.33464  48.9283     7      4267      60
 2.33418  48.9286  2.33418  48.9286     7      4070      60
 2.33855  48.9269  2.33855  48.9269     7      4267      62
 2.33168  48.9289  2.33168  48.9289    17       21       45
 2.33379  48.9282  2.33379  48.9282    21       358      46
 2.3326   48.9274  2.3326   48.9274    21      1155      29
 2.33264  48.9271  2.33264  48.9271    21       379      46
 2.33072  48.9254  2.33072  48.9254     5       639      65
 2.32988  48.9274  2.32988  48.9274    21       46       44
 2.32747  48.9261  2.32747  48.9261    21       273      29
 2.32758  48.9287  2.32758  48.9287    21       21       45
 2.26208  48.8912  2.26208  48.8912    21       452      36
 2.26457  48.8927  2.26457  48.8927    21       609      45
 2.26227  48.8912  2.26227  48.8912    21       131      30
 2.26334  48.8905  2.26334  48.8905    21       96       28
 2.26208  48.8912  2.26208  48.8912    21       484      36
 2.26211  48.8911  2.26211  48.8911    21       96       30
 2.26016  48.8895  2.26016  48.8895    21       356      45
 2.26411  48.8866  2.26411  48.8866    10       437      15
 2.26454  48.8883  2.26454  48.8883    21       197      26
 2.26243  48.8866  2.26243  48.8866    21       73       29
 2.26845  48.886   2.26845  48.886     21       261      35
 2.26454  48.8883  2.26454  48.8883    21       124      28
 2.26518  48.8896  2.26518  48.8896    21       131      28
 2.26886  48.8904  2.26886  48.8904    21       72       24
 2.26334  48.8905  2.26334  48.8905    21       131      28
 2.26518  48.8896  2.26518  48.8896    21       96       28
 2.27779  48.8907  2.27779  48.8907    21       142      40
 2.27883  48.8895  2.27883  48.8895    21       86       33
 2.27465  48.8895  2.27465  48.8895    10       293      27
 2.26886  48.8904  2.26886  48.8904    21       28       24
 2.27365  48.8925  2.27365  48.8925    21       40       25
 2.27093  48.8924  2.27093  48.8924    12      1251      39
 2.27426  48.8903  2.27426  48.8903    12       903      41
 2.27775  48.8905  2.27775  48.8905    21       86       30
 2.27392  48.8974  2.27392  48.8974    21       879      38
 2.27192  48.8964  2.27192  48.8964    21       743      43
 2.27411  48.8972  2.27411  48.8972    21       86       30
 2.27411  48.8974  2.27411  48.8974    21       142      22
 2.27365  48.8925  2.27365  48.8925    21       85       24
 2.2748   48.8942  2.2748   48.8942    21       142      28
 2.27664  48.892   2.27664  48.892     21       86       33
 2.2766   48.8938  2.2766   48.8938    21       40       24
 2.27093  48.8924  2.27093  48.8924    12      1164      41
 2.26928  48.8941  2.26928  48.8941    12      1251      37
 2.27411  48.8972  2.27411  48.8972    21       142      30
 2.27407  48.8961  2.27407  48.8961    21       86       29
 2.2748   48.8942  2.2748   48.8942    21       86       29
 2.27407  48.8961  2.27407  48.8961    21       142      28
 2.27768  48.8906  2.27768  48.8906    21       86       34
 2.27664  48.892   2.27664  48.892     21       142      31
 2.27868  48.8879  2.27868  48.8879    10       222      13
 2.28091  48.8871  2.28091  48.8871    21       153      31
 2.27883  48.8895  2.27883  48.8895    21       142      32
 2.27829  48.8887  2.27829  48.8887    12       777      35
 2.28129  48.8889  2.28129  48.8889    21       55       24
 2.28221  48.888   2.28221  48.888     12       968      35
 2.27426  48.8903  2.27426  48.8903    12       888      41
 2.27829  48.8887  2.27829  48.8887    12       761      36
 2.27573  48.8869  2.27573  48.8869    21       150      27
 2.26002  48.8863  2.26002  48.8863    12      4567      27
 2.25664  48.8873  2.25664  48.8873    21      4598      31
 2.25764  48.8866  2.25764  48.8866    21       453      26
 2.25832  48.8873  2.25832  48.8873    21       12       46
 2.26346  48.8857  2.26346  48.8857    10       784      15
 2.26243  48.8866  2.26243  48.8866    21       99       27
 2.26002  48.8863  2.26002  48.8863    12      4008      33
 2.26224  48.8854  2.26224  48.8854    12      3878      34
 2.26075  48.8835  2.26075  48.8835    21       569      23
 2.27305  48.8824  2.27305  48.8824    21       670      23
 2.27417  48.8833  2.27417  48.8833    21       290      28
 2.27355  48.8821  2.27355  48.8821    21       546      20
 2.27646  48.8811  2.27646  48.8811    12      3774      36
 2.27305  48.8821  2.27305  48.8821    12      3106      42
 2.27217  48.8824  2.27217  48.8824    12      3738      36
 2.26746  48.884   2.26746  48.884     12      3777      35
 2.27214  48.8823  2.27214  48.8823    21       140      30
 2.27221  48.8825  2.27221  48.8825    21       582      30
 2.27255  48.8824  2.27255  48.8824    21       244      24
 2.26845  48.886   2.26845  48.886     21       385      30
 2.2732   48.8835  2.2732   48.8835    21       156      28
 2.27431  48.8845  2.27431  48.8845    21       261      37
 2.27612  48.8861  2.27612  48.8861    10       244      14
 2.27573  48.8869  2.27573  48.8869    21       119      28
 2.27435  48.8849  2.27435  48.8849    21       189      50
 2.27861  48.8812  2.27861  48.8812    21       415      30
 2.27002  48.887   2.27002  48.887     21        6       35
 2.27393  48.8847  2.27393  48.8847    21       183      48
 2.28026  48.8797  2.28026  48.8797    21      2605      10
 2.28003  48.8793  2.28003  48.8793    21      1169      37
 2.27646  48.8811  2.27646  48.8811    12      3253      40
 2.27887  48.8834  2.27887  48.8834    20       286      31
 2.27431  48.8845  2.27431  48.8845    21       358      34
 2.27473  48.8846  2.27473  48.8846    21       369      38
 2.27305  48.8821  2.27305  48.8821    12      3888      34
 2.27217  48.8824  2.27217  48.8824    12      3195      40
 2.27248  48.8822  2.27248  48.8822    21        6       26
 2.28003  48.8799  2.28003  48.8799    21      1989      33
 2.27601  48.8818  2.27601  48.8818    21       415      33
 2.2359   48.8929  2.2359   48.8929    13       637      72
 2.23497  48.896   2.23497  48.896      6      1764      46
 2.23662  48.8948  2.23662  48.8948    21       205      60
 2.22776  48.8977  2.22776  48.8977     6      1627      42
 2.23738  48.895   2.23738  48.895      6      1179      41
 2.23738  48.8948  2.23738  48.8948    13       780      60
 2.23815  48.8951  2.23815  48.8951    21       790      34
 2.24134  48.8921  2.24134  48.8921     7      2226      102
 2.23122  48.8953  2.23122  48.8953     7      2180      103
 2.24218  48.8928  2.24218  48.8928    21       78       48
 2.24207  48.8929  2.24207  48.8929    21       78       50
 2.23918  48.8951  2.23918  48.8951    13      1959      47
 2.27392  48.8974  2.27392  48.8974    21       743      43
 2.27411  48.8974  2.27411  48.8974    21       86       26
 2.27545  48.8981  2.27545  48.8981    21      1021      34
 2.27422  48.8975  2.27422  48.8975    21       140      26
 2.27591  48.8959  2.27591  48.8959    21       140      23
 2.27756  48.8944  2.27756  48.8944    21       40       30
 2.2766   48.8938  2.2766   48.8938    21       85       23
 2.27756  48.8943  2.27756  48.8943    21       87       24
 2.27786  48.894   2.27786  48.894     21       132      26
 2.28005  48.8919  2.28005  48.8919    21       132      23
 2.2824   48.8897  2.2824   48.8897    21       130      23
 2.2837   48.8884  2.2837   48.8884    21       130      23
 2.28408  48.8899  2.28408  48.8899    21       55       25
 2.2852   48.887   2.2852   48.887     21      1036      20
 2.28221  48.888   2.28221  48.888     12       865      37
 2.28169  48.9004  2.28169  48.9004    21       796      36
 2.28346  48.9011  2.28346  48.9011    21       480      43
 2.27798  48.8991  2.27798  48.8991    21       257      51
 2.27974  48.8998  2.27974  48.8998    21       141      46
 2.28069  48.9002  2.28069  48.9002    21       656      34
 2.28154  48.9002  2.28154  48.9002    21       65       47
 2.28047  48.8998  2.28047  48.8998    21       65       48
 2.28032  48.8996  2.28032  48.8996    21       749      26
 2.28009  48.8998  2.28009  48.8998    21       186      33
 2.2799   48.8996  2.2799   48.8996    21       186      51
 2.27751  48.8989  2.27751  48.8989    21      1112      40
 2.27709  48.8987  2.27709  48.8987    21       257      50
 2.28001  48.8997  2.28001  48.8997    21       415      44
 2.2784   48.8991  2.2784   48.8991    21       697      31
 2.28242  48.9006  2.28242  48.9006    21       480      60
 2.27936  48.8994  2.27936  48.8994    21       186      45
 2.27978  48.8994  2.27978  48.8994    21       511      36
 2.2802   48.9001  2.2802   48.9001    21       656      34
 2.27894  48.8996  2.27894  48.8996    21       116      47
 2.28132  48.8985  2.28132  48.8985    21      1259      16
 2.28481  48.8958  2.28481  48.8958    10      1221      19
 2.28278  48.8969  2.28278  48.8969    21       542      20
 2.28089  48.8968  2.28089  48.8968    21       636      17
 2.28557  48.8969  2.28557  48.8969    21       553      18
 2.28516  48.8943  2.28516  48.8943    21       29       25
 2.28009  48.8998  2.28009  48.8998    21       814      30
 2.27962  48.8999  2.27962  48.8999    21       116      43
 2.27797  48.9018  2.27797  48.9018    21       435      27
 2.28346  48.9011  2.28346  48.9011    21       796      37
 2.28714  48.9028  2.28714  48.9028    21       962      35
 2.2871   48.8982  2.2871   48.8982    21       521      20
 2.29166  48.8983  2.29166  48.8983    21       89       24
 2.28542  48.9003  2.28542  48.9003    21       543      22
 2.29661  48.898   2.29661  48.898     12       579      33
 2.29791  48.8966  2.29791  48.8966    12       433      38
 2.29427  48.8953  2.29427  48.8953    21       352      35
 2.29661  48.898   2.29661  48.898     12       390      40
 2.29458  48.9002  2.29458  48.9002    12       479      32
 2.2988   48.9007  2.2988   48.9007    21       166      20
 2.29868  48.8972  2.29868  48.8972    21       108      25
 2.30213  48.8987  2.30213  48.8987    21       155      23
 2.29408  48.8996  2.29408  48.8996    10       370      20
 2.29002  48.9001  2.29002  48.9001    21       22       25
 2.29458  48.9002  2.29458  48.9002    12       367      37
 2.29377  48.9015  2.29377  48.9015    12       855      25
 2.2963   48.8972  2.2963   48.8972    10       564      18
 2.29791  48.8966  2.29791  48.8966    12       865      23
 2.29887  48.897   2.29887  48.897     21       155      24
 2.29941  48.8954  2.29941  48.8954    12       889      22
 2.27756  48.8944  2.27756  48.8944    21       93       30
 2.27791  48.8944  2.27791  48.8944    21       40       24
 2.28956  48.8923  2.28956  48.8923    21       310      22
 2.28842  48.8907  2.28842  48.8907    21       325      22
 2.28719  48.8932  2.28719  48.8932    10       475      13
 2.28731  48.8919  2.28731  48.8919    21       298      22
 2.28573  48.8917  2.28573  48.8917    21       262      38
 2.27936  48.8948  2.27936  48.8948    21       40       24
 2.29737  48.8957  2.29737  48.8957    21       512      17
 2.2922   48.8923  2.2922   48.8923    21       162      24
 2.29106  48.8907  2.29106  48.8907    21       536      16
 2.29408  48.8941  2.29408  48.8941    21       310      20
 2.29117  48.8935  2.29117  48.8935    21       162      23
 2.2883   48.892   2.2883   48.892     10       862      18
 2.28956  48.8894  2.28956  48.8894    21      1212      10
 2.29485  48.8896  2.29485  48.8896    20       362      26
 2.29339  48.8911  2.29339  48.8911    21       702      21
 2.29726  48.8925  2.29726  48.8925    21       30       25
 2.29508  48.8935  2.29508  48.8935    21       202      22
 2.29293  48.8915  2.29293  48.8915    21       698      15
 2.29324  48.8917  2.29324  48.8917    21       202      22
 2.28933  48.8956  2.28933  48.8956    21       57       25
 2.28891  48.893   2.28891  48.893     21       456      16
 2.29941  48.8954  2.29941  48.8954    12       993      16
 2.30129  48.894   2.30129  48.894     12       920      31
 2.29135  48.9046  2.29135  48.9046    21       183      30
 2.29082  48.9044  2.29082  48.9044    21       424      42
 2.29542  48.9067  2.29542  48.9067    21       564      39
 2.29135  48.9046  2.29135  48.9046    21       564      23
 2.29035  48.9042  2.29035  48.9042    21       311      26
 2.29239  48.9031  2.29239  48.9031    12       640      21
 2.28989  48.9052  2.28989  48.9052    12      1240      31
 2.28714  48.9028  2.28714  48.9028    21       735      39
 2.29035  48.9042  2.29035  48.9042    21       962      20
 2.30154  48.9095  2.30154  48.9095    12       834      34
 2.30112  48.9093  2.30112  48.9093    21       574      36
 2.30128  48.9095  2.30128  48.9095    12      1698      30
 2.29767  48.9037  2.29767  48.9037    21       73       24
 2.30104  48.9095  2.30104  48.9095    12      1491      36
 2.30074  48.9107  2.30074  48.9107    12      1856      33
 2.30066  48.9091  2.30066  48.9091    12       564      50
 2.29971  48.9088  2.29971  48.9088    21       607      42
 2.30154  48.9095  2.30154  48.9095    21       117      40
 2.30151  48.9096  2.30151  48.9096    21       158      48
 2.30411  48.9106  2.30411  48.9106    12       834      43
 2.30112  48.9093  2.30112  48.9093    12      1040      30
 2.30066  48.9091  2.30066  48.9091    21       607      50
 2.30097  48.9091  2.30097  48.9091    12       982      30
 2.30205  48.9077  2.30205  48.9077    12       982      40
 2.3012   48.9097  2.3012   48.9097    12      1856      30
 2.30151  48.9093  2.30151  48.9093    12      1949      30
 2.29542  48.9067  2.29542  48.9067    21       607      39
 2.29971  48.9088  2.29971  48.9088    12       564      45
 2.3058   48.9073  2.3058   48.9073    10       778       8
 2.30304  48.9082  2.30304  48.9082    12      1949      30
 2.30373  48.9068  2.30373  48.9068    21       551      20
 2.30182  48.9058  2.30182  48.9058    21       73       24
 2.30412  48.9051  2.30412  48.9051    12      1461      31
 2.29434  48.902   2.29434  48.902     21       73       24
 2.30389  48.9038  2.30389  48.9038    10       567      12
 2.3063   48.9024  2.3063   48.9024    12      1392      32
 2.30611  48.9041  2.30611  48.9041    21       266      17
 2.29377  48.9015  2.29377  48.9015    12       713       5
 2.29239  48.9031  2.29239  48.9031    12       855      24
 2.31059  48.9127  2.31059  48.9127    21       467      39
 2.31493  48.9139  2.31493  48.9139    21       500      43
 2.31419  48.9092  2.31419  48.9092    12       930      32
 2.31286  48.9067  2.31286  48.9067    21       85       29
 2.31416  48.9057  2.31416  48.9057    12       587      40
 2.30411  48.9106  2.30411  48.9106    21       275      47
 2.30676  48.9117  2.30676  48.9117    12       240      50
 2.3068   48.9116  2.3068   48.9116    21       593      25
 2.31419  48.9092  2.31419  48.9092    12       673      38
 2.31462  48.9115  2.31462  48.9115    21       21       30
 2.31258  48.9136  2.31258  48.9136    21       911      18
 2.31059  48.9127  2.31059  48.9127    21       479      39
 2.30676  48.9117  2.30676  48.9117    21       275      50
 2.3071   48.9117  2.3071   48.9117    21       235      20
 2.31458  48.9128  2.31458  48.9128    21       21       29
 2.30719  48.9095  2.30719  48.9095    10       816      17
 2.3071   48.9117  2.3071   48.9117    21       281      20
 2.30933  48.909   2.30933  48.909     21       12       25
 2.30938  48.9069  2.30938  48.9069    10       268      12
 2.31286  48.9067  2.31286  48.9067    21       128      29
 2.30933  48.909   2.30933  48.909     21       43       24
 2.31275  48.9053  2.31275  48.9053    21       503      15
 2.31129  48.898   2.31129  48.898     12       319      46
 2.31056   48.9    2.31056   48.9      12      2018      29
 2.3144    48.9    2.3144    48.9      12       681      36
 2.30914  48.8993  2.30914  48.8993    12      1449      31
 2.30841  48.9014  2.30841  48.9014    21       197      23
 2.30603  48.9004  2.30603  48.9004    21       108      24
 2.30841  48.9014  2.30841  48.9014    21       208      22
 2.31163  48.9029  2.31163  48.9029    21       294      25
 2.30822  48.9031  2.30822  48.9031    12      1890      30
 2.31428  48.9042  2.31428  48.9042    21      1028      10
 2.31819  48.9044  2.31819  48.9044    21       192      27
 2.31416  48.9057  2.31416  48.9057    12       802      36
 2.31405  48.9043  2.31405  48.9043    21       813      12
 2.31163  48.9029  2.31163  48.9029    21       177      27
 2.31413  48.904   2.31413  48.904     21      1208       9
 2.30572  48.9058  2.30572  48.9058    12      2063      28
 2.3093   48.9054  2.3093   48.9054    21       93       29
 2.31275  48.9053  2.31275  48.9053    21       226      21
 2.31394  48.9042  2.31394  48.9042    21      1090       9
 2.31439  48.9041  2.31439  48.9041    21      1053       9
 2.3157   48.9029  2.3157   48.9029    21       801      14
 2.3144    48.9    2.3144    48.9      12       415      42
 2.3157   48.9029  2.3157   48.9029    21       646      18
 2.31727  48.9018  2.31727  48.9018    12       144      40
 2.31731  48.9016  2.31731  48.9016    21       566      22
 2.31727  48.9018  2.31727  48.9018    12       138      40
 2.31754  48.9017  2.31754  48.9017    21       65       33
 2.3193   48.9031  2.3193   48.9031    21       190      46
 2.31731  48.9016  2.31731  48.9016    21       151      27
 2.31754  48.9017  2.31754  48.9017    21       46       33
 2.31923  48.9011  2.31923  48.9011    20       631      24
 2.31216  48.939   2.31216  48.939      7      2961      84
 2.32056  48.937   2.32056  48.937     17       190      44
 2.32202  48.9358  2.32202  48.9358    21       21       45
 2.32156  48.9356  2.32156  48.9356    12       483      48
 2.3242   48.9355  2.3242   48.9355    12       382      54
 2.32221  48.9355  2.32221  48.9355    21       230      40
 2.32888  48.9308  2.32888  48.9308     7      3112      83
 2.32747  48.9261  2.32747  48.9261    21       67       31
 2.32804  48.9249  2.32804  48.9249    21       302      32
 2.32474  48.925   2.32474  48.925     21       271      32
 2.33072  48.9254  2.33072  48.9254     5      1534      57
 2.32866  48.9236  2.32866  48.9236     5       640      65
 2.31553  48.9441  2.31553  48.9441    21       39       44
 2.30505  48.9453  2.30505  48.9453    12       443      55
 2.30674  48.9488  2.30674  48.9488    12       680      52
 2.30624  48.9436  2.30624  48.9436    10       141      14
 2.30505  48.9453  2.30505  48.9453    12       570      53
 2.30075  48.9432  2.30075  48.9432    21       23       45
 2.30428  48.943   2.30428  48.943     12       539      55
 2.29462  48.9407  2.29462  48.9407    17      2808      48
 2.29692  48.9398  2.29692  48.9398     7      1100      89
 2.28763  48.946   2.28763  48.946      7      4888      109
 2.30075  48.9432  2.30075  48.9432    21        1       45
 2.29681  48.9427  2.29681  48.9427    21       23       45
 2.29439  48.9413  2.29439  48.9413    17      4888      90
 2.29592  48.9424  2.29592  48.9424    21       23       46
 2.29688  48.9427  2.29688  48.9427    21        1       51
 2.2958   48.9422  2.2958   48.9422    21        1       52
 2.29239  48.9415  2.29239  48.9415    21       23       45
 2.29642  48.9424  2.29642  48.9424    21        1       45
 2.30456  48.9419  2.30456  48.9419    12       651      53
 2.30479  48.941   2.30479  48.941     21       200      38
 2.30505  48.941   2.30505  48.941     12       339      60
 2.30428  48.943   2.30428  48.943     12       651      55
 2.30456  48.9419  2.30456  48.9419    12       539      56
 2.28783  48.9405  2.28783  48.9405    21        1       45
 2.28281  48.9395  2.28281  48.9395    21       23       45
 2.29239  48.9415  2.29239  48.9415    21        1       45
 2.28783  48.9405  2.28783  48.9405    21       23       45
 2.29454  48.9388  2.29454  48.9388    17       977      76
 2.29604  48.9389  2.29604  48.9389     7      1832      76
 2.30306  48.9395  2.30306  48.9395     7      3382      84
 2.29754  48.9406  2.29754  48.9406    17      1952      62
 2.30257  48.9401  2.30257  48.9401    17      1833      63
 2.30283  48.9395  2.30283  48.9395     7      1128      91
 2.30187  48.9403  2.30187  48.9403    17       119      44
 2.30187  48.9397  2.30187  48.9397    21       212      40
 2.30451  48.9407  2.30451  48.9407    21       332      36
 2.30529  48.9392  2.30529  48.9392    21       361      45
 2.30517  48.9388  2.30517  48.9388     5       75       46
 2.30552  48.9398  2.30552  48.9398    12       782      55
 2.30555  48.9388  2.30555  48.9388    12       339      60
 2.30552  48.9398  2.30552  48.9398    12       339      60
 2.30529  48.9405  2.30529  48.9405    12       782      60
 2.30405  48.9405  2.30405  48.9405    21       332      30
 2.31112  48.9389  2.31112  48.9389     7      3466      82
 2.30505  48.941   2.30505  48.941     12       651      52
 2.30494  48.9408  2.30494  48.9408    21       132      48
 2.30529  48.9405  2.30529  48.9405    12       339      60
 2.27916   48.94   2.27916   48.94     10       157      11
 2.28281  48.9395  2.28281  48.9395    21        1       45
 2.27993  48.9379  2.27993  48.9379    12       216      57
 2.27406  48.9378  2.27406  48.9378    21       40       45
 2.27993  48.9379  2.27993  48.9379    12       93       60
 2.28066  48.9368  2.28066  48.9368    12       216      60
 2.28905  48.9369  2.28905  48.9369     7      2317      65
  2.297   48.9383   2.297   48.9383     7      1620      88
 2.29362  48.9375  2.29362  48.9375    17      1870      63
 2.29754  48.9379  2.29754  48.9379     5        7       50
 2.29574  48.9378  2.29574  48.9378    13      1863      71
 2.29592  48.9383  2.29592  48.9383    17       212      42
 2.29427  48.938   2.29427  48.938      7      1341      94
 2.30046  48.9389  2.30046  48.9389    17      1762      29
 2.30019  48.9387  2.30019  48.9387    13      1933      64
 2.29754  48.9397  2.29754  48.9397     7      2936      79
 2.30034  48.9382  2.30034  48.9382     7      1429      80
 2.30226  48.9336  2.30226  48.9336     7      1108      74
 2.30079  48.938   2.30079  48.938      5       10       45
 2.30302  48.939   2.30302  48.939     21       426      40
 2.30057  48.9386  2.30057  48.9386    13      1507      47
 2.30041  48.938   2.30041  48.938      7      1108      100
 2.30555  48.9388  2.30555  48.9388    12       421      55
